competitor_500m,restaurant_500m,fastfood_500m,distance_to_university,distance_to_mall,distance_to_primary_road,target
3,17,1,1127.7026629420423,497.86064293309965,2.661420795764446,1
0,12,0,1466.4957825031104,629.4484039344228,152.55074446826475,1
23,48,19,203.44934671265347,286.2716679809864,41.132210205395666,1
18,30,3,203.02596010059517,233.72055882312824,114.13860293380348,1
18,28,3,199.1545596973288,226.3394690676052,141.04122558123242,1
22,46,11,219.97595330197942,1047.099811099443,33.9493178998766,1
3,9,2,115.74187075248946,619.7205399512693,21.041598964281874,1
6,31,3,1283.038042205575,976.9230507669356,412.16658229318017,1
3,11,3,67.93892798512222,2022.386330802776,222.74477266348367,1
3,9,2,16.047683518713427,2153.3332981332683,355.8219351119841,1
3,6,1,83.73946142012231,2202.5282819423173,422.95604172743964,1
3,10,1,82.44140013146055,2140.6973630452817,390.1620677240997,1
23,35,8,162.11220306289087,683.6859343642188,382.7847711337898,1
17,35,5,179.37848202750126,632.5279422019722,334.3016553683852,1
17,35,5,203.19136111144627,608.996864641871,313.95735789629254,1
18,32,4,345.20719306842926,465.3558357361725,213.84803133675322,1
2,7,0,1599.582790145198,705.3701449471546,6.043269306048362,1
0,4,0,122.12380845533391,1540.456516102805,263.81222983483184,1
25,48,14,62.80458848990362,1216.3469710522352,137.656844273342,1
2,15,1,247.57371716113207,1447.3690022490175,10.314380524412936,1
18,46,17,183.8474323494614,209.9794941482215,23.48299725968605,1
35,39,5,439.72690364927854,70.55403832656424,8.094710464764523,1
17,31,3,768.1413975998595,1233.2544699739387,635.5630785090729,1
26,36,5,312.27923509064067,880.3849635342159,362.1018577562017,1
11,16,1,445.4337569854228,625.9202222929513,212.91646481128103,1
14,29,3,840.565197834765,1273.2741989168164,641.5011569633189,1
9,16,9,147.49502980102022,370.8914536235873,13.470896128151052,1
16,33,5,835.2695512002986,747.6681505436416,169.24905145718668,1
26,52,9,376.0956573691329,245.06474483069536,418.546522738859,1
3,7,1,303.9509128808485,611.7875700775295,410.381518596292,1
15,31,5,724.0377645205598,647.7809947887163,165.38115591404755,1
2,2,0,1327.7564310209805,613.069257516933,20.787411420912647,1
12,35,5,968.2412918454069,93.64486851693877,91.47895391732983,1
12,36,5,916.791870707074,110.78503277571153,38.13927776320019,1
12,35,5,958.109644884874,93.30386766314456,80.50845623490757,1
14,35,5,1024.5246685910424,67.94116481477408,89.45622234753563,1
14,35,5,1029.1238666972517,78.95098425975937,89.10353567104518,1
13,34,5,1012.1294788493492,38.67011350469569,89.48947890470238,1
0,0,1,1302.5285449279752,3000.0331232480335,1155.8725737604207,1
8,16,4,869.2221210352448,400.45122025313674,19.267231375712612,1
7,14,1,212.8834838429647,1191.7031988698775,896.078517214219,1
31,37,4,261.0413109959486,529.9042054214852,570.1231595204077,1
8,32,2,1223.5834506977658,1025.424649883568,595.7414974432963,1
1,3,0,1102.3536401531012,778.4747478503239,1.195817591769936,1
36,39,5,388.5189480212449,99.1387144994609,8.308470387943581,1
38,41,5,422.7581401587593,96.31355333484866,9.142578734142502,1
35,39,5,433.7594544541944,50.52674574115164,27.762128050427645,1
3,3,3,1476.20704301738,85.99988471994871,45.70400805030591,1
2,3,0,1378.214348768348,601.1593627731812,23.546319010047053,1
9,25,5,990.458363539351,538.7103378278877,218.8540462073393,1
17,24,3,195.0316722085984,240.49359164646793,210.7354186393917,1
23,35,7,186.57619203689913,668.0764635139545,358.19039953017636,1
3,5,0,893.4840123068017,2117.967537500541,1319.7133364662448,1
6,9,1,441.3545797434131,2972.2626529316826,118.04339686280753,1
4,9,1,602.9349754625413,77.88586825772227,83.24194125723815,1
29,36,4,298.60574562792505,766.0306379723328,517.1565285066671,1
1,1,0,1133.795316630236,2626.3761266829047,1413.162206059878,1
3,2,1,659.8523219956136,3252.894699712621,394.43320770639974,1
6,36,8,135.75585263789478,24.31190593254255,20.432383012890853,1
9,29,8,520.6311476406561,427.3974429234696,94.45516661885424,1
18,44,3,440.7975869332643,229.8756726905408,116.6232450890709,1
29,39,5,369.6699806465557,891.6166174820702,461.74131256283033,1
19,30,4,269.2214770671766,814.5763818796131,151.81993536582263,1
1,2,0,720.1161465673681,1615.01981646163,747.7055874150676,1
27,34,4,346.12216073151103,639.9783240389322,646.3731382403395,1
3,8,0,734.0098290538081,1724.3057205449968,1303.5557484237647,1
7,18,1,457.06734759655154,1443.6823560179878,1072.3416472439637,1
21,42,4,366.5301652724016,366.20310011330673,270.0257739247685,1
9,25,5,955.471686564224,496.4987307646704,159.01156121562676,1
15,31,9,410.18459734916365,1541.4908363249301,314.1087886198554,1
17,46,9,344.69531640273,891.2029507773242,245.63278495218927,1
4,5,4,395.692480479561,369.49891648797444,188.7361157367078,1
4,5,2,281.2573797386612,501.61257676212455,213.06771254005199,1
38,43,5,321.17877712782166,175.320462462195,8.531442322476947,1
3,4,2,771.0727963326385,525.7649971146776,23.001920418651988,1
11,40,16,630.5205572174921,254.54085142102983,15.867749959817829,1
0,2,1,783.5164193936604,2002.0576081797285,36.25692349801257,1
0,0,0,5115.819133123053,2415.8048723060724,2263.430953103212,1
1,2,3,349.4457447424891,2703.07414638814,41.75580900212939,1
12,27,0,265.0805447445434,119.40433417154982,38.21187187780851,1
16,37,3,435.2412644762381,1712.3830795564218,20.23441892283568,1
1,4,0,735.2941467987264,642.2700853484454,243.60690703501524,1
8,17,2,1245.1098623548203,415.29410187545824,99.28835381442758,1
0,7,4,368.58620733901466,1301.0583894125466,19.537618872002284,1
8,18,12,215.2042642806074,734.6420503709601,13.34224904751738,1
8,18,12,203.35778643538598,743.4012990828588,23.608405212279116,1
9,18,9,395.0262234209028,588.3410895454429,20.813290251759902,1
10,19,9,463.5307623061701,544.6397009716766,16.465497157047537,1
0,2,0,2101.559500349243,2546.165698957978,11.236088127371982,1
2,18,1,1228.1844193708484,55.61232527064132,65.26819062016153,1
35,42,5,501.95748810757067,208.71763710001915,0.29908680243594055,1
7,28,9,1043.3419793568298,445.2541529824048,29.7339218877957,1
19,42,3,283.29163695120326,31.768207395611466,32.21643229084099,1
16,42,16,161.72478425435338,43.142559732965445,106.8297240334922,1
8,14,4,668.0138257833229,298.48723930621463,124.52519904890218,1
13,22,2,547.259689999342,1091.7591269973518,136.71838741937344,1
6,35,8,142.7532255687441,34.855416908343585,13.789040774699581,1
6,19,0,144.01051528313255,585.1000456399887,19.753252604376904,1
12,28,1,853.6613330143881,751.0463472998106,155.7339876961183,1
14,23,1,582.1517754599129,588.9722725195263,161.93380585899837,1
20,37,4,378.9556302832995,401.83635043232954,572.6391845687377,1
17,44,6,268.9187381273096,922.2281663002683,64.79284391654771,1
7,12,2,593.8723172962124,972.4792500652233,16.33909098935941,1
2,0,0,2344.4223175357074,2726.872000380581,150.43779722567578,1
1,13,1,878.800062598368,460.80055084941785,23.932888879757304,1
21,53,10,433.88479248358885,1195.2947301491718,130.89793426056832,1
14,28,15,1705.2012138524658,133.1461208213013,1143.0130077314964,1
13,28,15,1674.5164997827153,84.03091090620845,1192.8267557435918,1
13,26,15,1627.7107677426338,73.53220399122455,1220.1681424232124,1
10,25,13,1534.8465931162486,106.13588458551591,1306.577895598729,1
10,24,12,1497.8606758443668,142.81370168997458,1325.9759915256677,1
10,25,13,1534.8465931162486,106.13588458551591,1306.577895598729,1
10,24,12,1497.8606758443668,142.81370168997458,1325.9759915256677,1
14,36,17,93.9148741039144,86.41914837592645,143.42946100569594,1
7,1,0,307.95886461001305,2407.459575351868,538.2315059860942,1
6,13,2,133.22767380009515,938.8862796946167,751.1450891519654,1
6,13,2,135.66715462027594,933.7901007868021,749.5194536291342,1
15,20,6,1098.122847384945,440.1453405923625,358.1778431744412,1
10,18,6,977.1748189595864,525.9480787423357,501.28890904596585,1
6,15,8,817.6069540907137,513.8780830933426,118.94183214116747,1
20,48,9,553.3558171582545,372.48813804794423,473.01006757638464,1
12,41,17,383.7913559006449,99.81910469308063,211.80076691137896,1
0,0,0,851.6114093899853,1564.7731304290498,612.7437414544687,1
15,40,17,167.73249655857992,40.8203759281236,29.04093518569544,1
16,40,17,202.8401861333624,20.620768738180054,65.1373479693848,1
16,42,17,224.24083519842262,29.891195357167277,89.16038148697815,1
16,41,17,201.69713960010105,5.896046217583274,72.73120822925947,1
16,39,17,212.04984085316994,34.88413266932319,66.94611553931585,1
6,12,8,822.6616165113578,481.7329697513369,126.31794583208263,1
8,36,9,1101.9670449743462,53.35120961651453,172.64544552369526,1
8,36,9,1069.306257815669,66.76663916383974,158.77987926248974,1
7,35,9,1131.2024467651008,51.01575243947938,274.2697667062053,1
8,35,9,1111.922795500392,17.935518454056485,206.50662000669635,1
7,35,9,1142.832412580652,25.637929908716657,231.87209810348202,1
14,35,17,77.55799714319262,17.712057213276406,139.16679748423397,1
14,36,17,82.08941004502957,52.20429169617145,143.9190107938094,1
13,35,17,97.46157839162824,22.2335683663217,119.74596913008419,1
0,10,1,474.79457761292196,1469.9861444796993,339.2828150525086,1
4,13,1,94.10166711006597,1204.8658537853244,218.83711947699305,1
4,14,2,159.17494930809818,1214.8090615169565,244.55871736013495,1
4,13,2,149.06956560855014,1217.3255612266353,243.70695254623774,1
14,28,5,941.3984170791261,610.6321925070938,14.690295460016348,1
15,20,6,1092.8688287020993,440.96565477968835,365.8147433810425,1
10,17,8,621.1691617078703,492.8922869235014,12.518182602907183,1
13,34,5,1014.130809805909,40.542576943696574,120.86456857378599,1
14,35,5,1049.1486392117622,121.14220324667717,88.59457630164232,1
12,34,5,942.2074843139543,137.16405780662734,75.69836721836451,1
12,36,5,937.234194296516,102.86041486403997,60.00625016350899,1
13,34,5,988.1950573104679,13.971326624537937,82.10029282466353,1
14,35,5,1013.4573987733261,98.35056997799542,63.707184284160704,1
7,35,8,73.1382576259002,35.12450140630004,38.83728665142229,1
4,13,2,323.85518420720206,741.3814992452748,52.59642097663165,1
4,25,4,54.48362662216694,496.0558611954076,21.60179637335388,1
7,34,8,84.18745479746522,13.894961420756532,63.17610329177764,1
17,21,6,915.6955995846095,416.07276060102595,29.313919833959424,1
3,1,3,897.9583138569833,215.38572627244707,25.526084399878002,1
16,24,6,894.7720390405543,540.0039211511198,10.675651674348993,1
12,41,17,399.91765886003225,128.89187954159118,231.87250690462113,1
1,5,1,2447.781704078971,1984.8522347528578,11.87998456423554,1
12,41,16,410.35398140033,21.617309889865048,113.48901725780723,1
12,41,16,403.9117027539128,23.87623282511496,96.08467037055749,1
12,40,16,421.18100071836267,30.490303855920974,104.62417517865784,1
12,41,16,410.7855199849763,17.90267372341813,106.65789149691292,1
13,41,16,378.1556689042916,21.45193654958335,139.13213090551594,1
12,40,16,430.6854714731649,39.010070345040674,96.558573334456,1
12,40,16,427.0306447569814,34.5419288329635,96.7276295470943,1
1,3,0,1140.085468699419,821.7548737234498,10.831973693339085,1
24,33,4,249.26170955347393,305.17791511027553,7.87167366490022,1
34,35,6,413.3717360341423,19.692033190477023,84.11732079565053,1
38,41,5,327.68008547695877,166.02453523642333,8.999485774392667,1
35,60,19,118.50228122475137,211.56910493044504,17.128229706142978,1
36,37,6,396.36677887728945,23.911192555742247,70.03135935442808,1
36,37,6,403.8152283740382,31.345603498019777,55.48475491608655,1
33,39,5,506.7057993585291,145.21657329857345,10.714745224175664,1
32,37,5,503.5066455070751,149.90866248568298,14.672607923592386,1
38,42,5,344.3939058563228,168.70788526270223,8.243336620610387,1
31,47,6,214.9605948569821,235.64630957888266,10.298928692621388,1
37,35,6,389.71963749082875,24.885647569244416,95.04439575113098,1
39,52,6,222.30323622029888,222.2762855492646,13.639354723881677,1
39,51,5,273.5834409959942,215.3226544650071,9.86546206264063,1
32,35,6,491.5714723573701,86.42705672563216,9.111998648096577,1
24,48,19,225.73891670752525,193.81426698551738,11.241361870635972,1
35,38,6,416.902348724692,16.109742352566915,62.446656883499166,1
39,45,5,321.26816705363103,202.2421165518472,9.554688651924964,1
38,42,5,341.5934708937852,171.69941951646604,7.844372309254435,1
34,39,5,462.40997889676663,71.1736418161005,9.889631792136578,1
39,50,5,244.6695361426226,216.05854079219478,12.557085323418452,1
39,44,5,335.6280825827206,181.37444880109862,9.100525069806215,1
34,39,5,454.15160186386146,69.47899405819861,9.463220598179062,1
16,40,16,127.57689920762819,114.99392623477982,143.76076638269797,1
16,41,16,139.9778687357659,116.45859728941333,157.56786651565443,1
16,42,16,207.87059436718926,34.994508326959405,157.88600070524814,1
16,41,16,163.5025348882196,100.19257588632763,171.5736264503831,1
16,41,16,159.99082719660947,46.91771853377995,118.00042017620375,1
16,42,16,202.51869118528316,60.96761774054978,175.53592001064266,1
16,41,16,201.89446425945917,93.30131135981497,197.69988732175477,1
16,42,16,201.47918519906725,29.920764855074705,150.44616184767037,1
9,27,0,590.0756981621214,294.68629350992273,21.438684345208433,1
16,42,16,175.26567785081747,34.946948558898306,128.78093502944714,1
17,43,16,205.708836917728,6.001229135463106,131.94453256515695,1
16,41,16,124.28085629801843,122.29503351583303,144.26590391763048,1
9,32,5,629.8411067258571,123.55709335735519,22.681373839630822,1
18,48,16,535.1089449162384,31.033191329419978,23.63978657587457,1
4,2,0,242.80941929239037,2328.2675905944852,554.2111335061056,1
12,35,5,938.3673196546107,156.58936870233956,76.49165822562571,1
5,6,0,255.23865280731286,2581.4492539028756,89.1617612710808,1
20,32,15,1729.4394887835529,94.4190103132143,1199.151648662645,1
2,13,2,566.7428014595326,472.95479357146365,1.609922597524383,1
24,47,10,97.16202495963172,1059.1972428901267,23.485124079620213,1
27,51,10,34.577682838666306,1107.0177707505031,22.806612997681775,1
19,46,16,409.00241099255084,193.89615135331948,101.53784780673888,1
6,14,1,147.83326945873267,1089.6395390513126,822.2518301580504,1
6,14,1,168.25413765917602,1107.1878830484195,825.5408045612035,1
2,4,1,524.9669278690038,532.9388655140224,401.8279299598252,1
27,35,4,392.0316782501005,670.3834978076771,687.346472620496,1
23,30,13,635.9115514126777,350.33164723699895,41.221485264301805,1
2,3,0,381.18969590266613,1975.6280793876258,38.23643494202895,1
2,3,0,380.76657103375373,1981.064199246702,60.79471439448255,1
30,37,4,279.332937346294,539.2326448844454,589.0836457661331,1
38,41,5,423.5307643536417,96.44683449229778,9.581761885686584,1
33,40,5,521.2627021140795,132.6826405068224,8.681871005757122,1
36,37,6,405.0551360795006,31.05388101039064,54.887212635853324,1
36,39,4,388.7465222540239,99.0523748449121,8.215277248919977,1
32,35,6,491.84534147751833,86.88898317737127,8.99501041966689,1
2,4,0,387.04455127202743,802.4115940805307,9.870697116345966,1
1,2,0,698.6693072110844,431.5699825859888,410.33427928124763,1
8,2,0,284.0995781071771,2391.007857981656,504.87210655258605,1
9,22,5,683.4168777868136,809.9782717211809,413.629924198557,1
0,0,0,2211.1823123662057,2511.273122286266,81.34037504173445,1
4,12,0,81.14473339213419,561.1917678673764,17.735686131986498,1
2,8,0,420.8026114176915,722.5023816407256,24.778850717999777,1
24,50,14,75.44157836721375,1280.8768665200525,197.32389345749297,1
20,40,11,72.12650551190723,1189.3398165964486,304.2569814275734,1
21,43,12,104.85625143587167,1144.1923714772295,226.72934796472873,1
24,51,14,116.93197419492246,1268.3662167526184,181.10710466399482,1
6,19,7,932.4888839216186,490.5611270263274,41.49613929446194,1
28,41,5,280.7701206588966,204.36049241749535,33.938772397346135,1
9,21,7,2034.970598600452,514.3893388635089,1433.2756697228842,1
15,38,18,190.51557371087557,59.434201876485105,30.52268858652407,1
2,15,1,92.07774114425372,1643.820118546235,13.132258478059835,1
13,28,15,2069.176229833697,465.36589202993486,891.6183401128061,1
15,31,13,2082.3734654090676,502.26271305691654,1319.3051585078315,1
13,28,15,1683.4383734729397,87.53667204471918,1187.9668308755006,1
13,27,15,1648.5718554485873,76.90734667389397,1208.7783045311164,1
1,0,0,475.01359735394,1356.0271580439373,1042.3695896247336,1
9,16,4,667.8583652350496,221.75239199993933,15.664022674271841,1
7,25,0,335.68294338320385,715.6519980478823,24.71665887285707,1
2,6,0,569.9553493281248,1859.0354164621647,1003.0183318099839,1
10,21,5,854.574203873025,654.7094765327821,463.2041279861357,1
7,27,8,237.40812316750618,146.5104669897554,15.36226622920415,1
8,25,4,684.5860162919374,592.0914279758193,10.708676472067681,1
2,4,0,306.95378808358225,821.6843499896238,16.480588380765855,1
7,36,9,866.2429879900594,283.0939831947473,11.544801589112268,1
9,19,9,368.16367962015136,631.1696727827332,13.479637594438225,1
0,0,0,796.7066168417097,2168.08049820943,925.486205727786,1
14,36,18,86.76274786838981,57.97419431610282,131.4712902118518,1
7,21,8,936.7039841911761,453.0594079513444,129.89542233181783,1
6,9,4,885.5918572491844,450.84399153553505,16.412363223711385,1
17,31,5,378.59101538485385,519.586578943468,20.897291051732505,1
22,40,6,376.6598474033741,858.521943552894,16.823512028363,1
17,36,4,397.13591287272385,472.14469245115515,105.01737323950117,1
8,19,0,1973.910792037649,562.52489967053,1584.9548225568235,1
15,28,3,304.86057735750524,821.1376787045577,75.50867309411134,1
19,49,10,323.5013925446736,1015.3025814053076,35.25923025519985,1
23,52,14,118.08181565732363,1273.8471019864405,185.12015165980318,1
16,31,12,216.97135646228188,1041.3461704990639,434.3214630170708,1
20,40,11,102.88566612452291,1149.247153110657,287.06938281742583,1
30,51,9,103.35688232255205,1207.905002155084,120.51302069004443,1
0,5,1,128.28170968298176,1586.731848575198,201.73514074845028,1
6,22,6,1016.1270498716565,503.7830479771214,263.6452401387529,1
8,35,9,1154.8711834886283,265.7847626081376,13.978760079163052,1
21,38,12,202.7751602064752,1061.2806014702364,309.692781995589,1
21,39,11,186.09988653108357,1071.92417939635,296.74142542095933,1
10,24,12,1469.9942000240958,201.01003907283874,1215.0861857971909,1
6,11,1,1896.6769226270303,2841.841869072548,547.3500146496298,1
6,11,1,1762.163751545786,2959.426618245846,413.97449528728515,1
6,11,1,1733.7290310709939,2946.793654724385,387.41207724042687,1
6,11,1,1738.0297010130591,2981.357853067723,395.23500697891353,1
6,12,1,1687.877347850849,2962.5809862015262,346.62661289142955,1
1,0,0,684.0756487361491,1278.552547414408,1237.2015341891702,1
18,44,3,297.62106340773414,92.07954071565919,18.50825316817659,1
20,34,5,432.6807606017256,485.70485353232283,22.854691610636838,1
13,21,3,621.2128340342472,555.9528115225091,615.9258964406436,1
1,13,1,511.15797735266534,524.7551825767431,145.5528837642665,1
15,38,16,78.7032944613187,283.14908212561676,16.849668187450256,1
17,44,16,248.61562220196402,155.37135393357966,17.553261410269357,1
1,3,3,936.217853830721,221.8982591139376,21.038593388086174,1
5,3,2,1071.09270625815,765.5713327912199,23.559300312825826,1
5,3,1,1170.7422231618787,1005.1503746528658,15.71208696589999,1
5,3,2,1151.9573535543723,875.1918975806451,15.129723172868042,1
5,3,2,1115.577332696203,875.0081569882225,16.32899010605934,1
5,3,2,1121.5281817332698,782.9423731169383,16.567522704719998,1
2,1,1,1319.313127308974,1377.8806298024506,13.749910787187282,1
2,0,1,1327.6536957899023,1424.074857933924,32.93931557235598,1
14,34,3,410.7143086359399,1742.6832502176055,16.40319101441679,1
19,51,11,553.1339474018835,1454.7722663852662,34.35620716815939,1
2,5,0,676.0251368007905,1702.028414765412,907.570304990307,1
5,15,5,680.4203333204772,477.1675161176603,24.073572324716107,1
19,36,4,413.5586890971944,400.2909283440401,210.64229769964828,1
24,55,15,414.7223258004875,104.4276620690229,282.9305906098691,1
25,38,3,282.88895847276405,383.37409626980775,540.4547647799085,1
29,38,4,301.9826677396462,787.5627327445378,498.3252651533711,1
30,38,4,259.4386980210183,644.9266681193233,552.2844654636413,1
32,38,4,187.2022527812486,570.2029679993433,496.8395271087521,1
26,32,4,560.3651826279884,964.3510053627257,694.7750455447664,1
29,37,3,487.59947029682445,958.095210195691,574.5917382585474,1
29,37,4,265.11493496967523,472.5034812707664,563.6847313444024,1
9,25,5,963.5585451543021,508.0820670377265,183.05842970453855,1
13,26,5,1044.270081954946,606.1413828535636,311.6304737236837,1
9,17,4,906.7033984608634,437.6122611126447,27.87689203043671,1
12,23,1,532.3365499639318,750.0656487228517,315.24279603057,1
3,9,11,535.9063983798375,973.306218943511,14.974787352789132,1
3,4,2,358.48660971323125,580.1795672165827,8.66815262912441,1
12,29,9,358.569469038491,1578.6771753654223,434.1701767128626,1
17,42,17,292.4391023167606,22.125565011162887,190.13852993457658,1
3,3,2,1449.6690046770857,91.57221423934206,222.97934359063575,1
3,3,2,1458.1756918210194,70.82697373064408,202.4427821526779,1
8,18,0,2074.5242217792756,634.1475520619489,1568.9094412343236,1
38,49,8,140.12105393348625,42.9487827016655,184.7156516068694,1
14,30,8,129.0952092800145,1354.5479795308208,539.3855840535504,1
1,5,1,2720.429368582829,1918.346360038901,104.98355034295709,1
4,5,4,592.3708470750191,297.0070661587156,41.17456677027591,1
5,5,4,585.4391075403322,281.65604146513937,41.74734370686436,1
4,5,4,604.379019958365,317.09988687891104,37.9604857810876,1
5,7,0,373.55147589658674,860.3995756241029,2.869117749230897,1
4,11,0,595.2262936072572,1623.956714286904,1290.179019846126,1
17,28,11,176.3133226838524,1015.0133135706375,458.21351646726123,1
27,40,3,299.595972815346,235.38667099524753,40.93433193146591,1
4,11,1,76.58206054898763,2568.8540467806374,20.251695378880164,1
20,43,9,264.1146130123337,876.6993305808761,209.54313750409878,1
30,39,4,123.40982591326947,648.964045090638,405.48601136412844,1
14,30,2,914.7741310986257,640.978602633898,25.165611465465922,1
33,35,8,407.09610337493586,144.68273284350795,207.7121369099399,1
22,51,11,495.81097719338743,1405.677565133116,21.080858668965117,1
18,37,3,490.4228966819441,1626.0999314095197,10.6322214424126,1
13,28,2,268.61380499120514,2060.4570957954106,28.14732357213968,1
17,24,3,163.70557671417393,214.80353571823608,212.7730622358615,1
14,13,8,853.020589088818,201.34879160211796,56.112120267544874,1
13,9,8,889.6374972626052,160.06981050421,25.513265595156913,1
18,26,3,236.2281594910203,271.87462410379715,293.9834710279357,1
15,44,3,400.31922731462004,308.04185296913516,162.03972926598445,1
6,22,2,1331.6224853750764,632.283406094199,301.15294290628424,1
14,20,2,657.8847335065667,500.00348099697754,67.42846138116184,1
5,7,0,236.53036245938057,2376.488574204851,156.4165011816063,1
1,0,0,1025.7721212195668,2143.35694459107,1329.3096522581634,1
1,0,0,1023.6828340815109,2148.813562612972,1328.8026508323533,1
3,8,0,733.4621792275648,1724.1971665918634,1304.1011801989239,1
6,9,1,348.7952186539463,2968.71672448,265.2798538156789,1
7,32,0,396.6950077960561,578.1727074439931,24.987388840698433,1
9,26,0,290.53931352392544,582.0807335137056,107.77299589192377,1
22,46,13,58.523921017953725,1200.8311755312911,227.47179624205364,1
24,41,8,254.7191562976407,628.7860880884575,224.0662956602828,1
24,37,8,187.30195426693672,670.7114984242756,307.6319292472092,1
21,46,10,230.33744677745696,968.7675212803136,136.96991660397893,1
2,0,0,2297.9771179879926,2657.122658936276,445.29943146198195,1
2,0,0,2346.859994292139,2725.2160529774433,149.05086865414336,1
2,1,1,1442.2599256612398,1193.792201850436,100.83441552896029,1
10,17,8,598.9658636850559,463.26699066518216,27.172619954236684,1
7,17,6,701.8299485939649,479.13833711963497,21.904869164534407,1
8,18,12,203.46249065371094,757.1307816914973,16.599545297595157,1
2,1,0,259.29535104996944,1875.2149612735377,13.031719054231003,1
0,0,0,1261.5918955562283,2013.2915584163468,483.7566666183584,1
0,1,0,2311.67354807934,939.4426476404802,34.573038899711584,1
13,41,5,767.3222636884416,1244.0223297683854,393.5763895874372,1
16,28,5,197.9449833222421,657.594546812659,290.5899517499824,1
16,28,5,213.4481060181986,644.5429080522539,275.4877710202553,1
15,29,4,275.4435283099762,620.4798462089703,212.2388409672795,1
18,45,9,416.7514813006479,939.9418545867118,263.3410273888123,1
0,0,0,2182.674764422235,800.0157716597321,541.7427558929288,1
2,13,1,562.4896153680704,488.21644512847524,14.918178404494896,1
4,5,0,304.40189002020725,2630.580399045362,70.764982771874,1
1,2,2,349.52785210770367,3098.988131909964,16.636482071171407,1
18,44,10,279.40200301024004,957.1759696535925,170.2502827103038,1
20,52,10,394.2020119426172,1149.9342002746944,129.08988878311055,1
20,51,10,405.11479995316694,1160.2612415501128,131.40735523546,1
21,51,10,410.646117082744,1167.4567438579281,131.07453577425977,1
20,51,10,413.85706134057887,1155.025385961516,143.18907781572295,1
13,41,4,744.9158795739187,1197.6301774225842,419.3662953517729,1
16,46,9,396.3520155078557,867.053010439842,290.2170271141396,1
13,33,3,441.4210003434815,1801.4333389912922,116.34309949354046,1
12,28,2,324.98749351277553,2038.7595754198242,20.08786432316369,1
15,31,3,171.0182248215617,1946.0796918986368,221.05157089065258,1
